ID,ADDRESS_OR_INTERSECTION,POSTAL_CODE,GC_LONGITUDE,GC_LATITUDE
302704,295 College St,M5T 1S2,-79.40122993,43.65747672
302740,787 Lawrence Ave W ,M6A 1C2,-79.45393839,43.71382146
302750,3480 Lawrence Ave E,M1H 1A9,-79.22695131,43.75979712
302792,5818 Sheppard Ave. E.,M1B 4Z6,-79.23021648,43.79634338
302809,2202 Jane St,M3M 1A4,-79.51075502,43.7221628
302830,2438 Lake Shore Blvd.,M8V 1C4,-79.489269,43.61426
302836,1577 Danforth Ave,M4C 1H7,-79.32304618,43.68318064
302853,1033 Queen St W,M6J 0A6,-79.41943856,43.64375287
302870,5468 Dundas Street West,M9B 6E3,-79.54465127,43.63282449
302876,220 Yonge St,M5B 2H1,-79.38011298,43.65367797
302882,93 Laird Dr,M4G 3T7,-79.35950035,43.70660724
302883,5460 Yonge St,M2N 6K7,-79.41552807,43.77721381
302890,2558 Danforth Ave,M4C 1L3,-79.30177034,43.68847089
302929,1575 Lawrence Ave W,M6L 1C3,-79.48854409,43.70579313
302931,14 College Street,M5G 1K2,-79.3839409,43.66148765
302936,553 St Clair Ave W,M6C 1A3,-79.42083895,43.68237655
302937,2300 Finch Avenue West,M9M 2Y3,-79.54227276,43.75361963
302945,1000 Gerrard St E,M4M 3G6,-79.33929344,43.66941811
302947,565 Sherbourne St,M4X 1W7,-79.3754306,43.66996097
302966,1118 Victoria Park Ave,M4B 2K3,-79.29624739,43.70793715
302974,2343 Eglinton Ave W,M6E 2L6,-79.46266418,43.69264528
302987,1 St Dennis Dr,M3C 1G7,-79.336212,43.716013
302991,243 Eglinton Ave W,M4R 1B1,-79.40663862,43.70480385
302998,585 University Ave,M5G 2N2,-79.38914432,43.65816349
303016,1145 Morningside Ave,M1B 0A7,-79.19917875,43.80125262
303023,1473 Eglinton Ave W,M6E 2G6,-79.43925082,43.69785539
303028,3276 St. Clair Ave E,M1L 1W1,-79.28519623,43.71395939
303037,457 Parliament Street,M5A 3A3,-79.36746088,43.66367833
303050,2416 Danforth Ave.,M4C 1K9,-79.30502318,43.68775201
303052,750 Dundas St W,M6J 3S3,-79.40643593,43.65239427
303072,417 Spadina Rd,M5P 2W3,-79.4124512,43.68885867
303076,2737 Keele St,M3M 2E9,-79.48060673,43.7258079
303114,2394 Keele St,M6M 4A5,-79.47825983,43.70792675
303157,599 Parliament St,M4X 1W3,-79.36912657,43.66783879
303160,2772 Danforth Ave,M4C 1L7,-79.29698617,43.68955051
303161,410 Sherbourne St,M4X 1K2,-79.37419846,43.66472494
303192,1908 Gerrard St E,M4L 2C1,-79.31225625,43.6804614
303202,11 Newton Dr,M2M 2M6,-79.41778326,43.79296798
303219,958 Bloor St W,M6H 1L6,-79.42877538,43.66161579
303231,770 Lawrence Ave. W,M6A 3C6,-79.45237316,43.71520153
303233,3874 Bathurst St,M3H 3N3,-79.43532539,43.74120394
303250,3333 Brimley Rd,M1V 2J7,-79.28365708,43.82112967
303251,35 Lower Simcoe St,M5J 3A6,-79.38356468,43.64193682
303254,266 Donlands Ave,M4J 5B1,-79.3419083,43.68965629
303285,844 Bathurst St,M5R 3G1,-79.41204893,43.66628288
303332,2600 Eglinton Ave W,M6M 1T5,-79.47300913,43.69084776
303393,2010 Eglinton Ave W,M6E 2K3,-79.45551285,43.69485485
303396,622 College St,M6G 1B4,-79.4149733,43.65532478
303403,2355 Keele St,M6M 4A1,-79.47747814,43.70767495
303410,55 Dundas Street East,M5B 1C6,-79.37871459,43.65594573
303411,2047 Avenue Rd,M5M 4A7,-79.41975223,43.73628545
303413,1865 Lawrence Ave E,M1R 2Y3,-79.30226067,43.74336213
303427,761 King St W,M5V 1N4,-79.40585197,43.64306213
303435,149C Ravel Road,M2H 1T1,-79.36724946,43.7911406
303475,565 College St,M6G 1B2,-79.41270667,43.65526475
303487,2480 Eglinton Ave East,M1K 2R4,-79.25961533,43.73494926
303505,1929 Bayview Ave,M4G 3E8,-79.37752723,43.71733956
303523,1646 Victoria Park Ave,M1R 1P7,-79.30584849,43.73093111
303547,81 St Clair Ave E,M4T 1M7,-79.39036151,43.68867458
303568,99 Firvalley Court,M1L 1P2,-79.27790887,43.70335046
303578,1260 Kennedy Rd,M1P 2L3,-79.27843827,43.7569709
303592,1168A Dundas Street W,M6J 1X4,-79.42196572,43.64952176
303631,436 Dundas St. W,M5T 1G7,-79.39571835,43.6537564
303643,550 Queens Quay W,M5V 3M8,-79.39615515,43.6371859
303652,3094 Danforth Ave,M1L 1B1,-79.288169,43.69149
303656,801 Eglinton Ave West,M5N 1E1,-79.42449301,43.70103048
303693,25 Howard St,M4X 1J6,-79.37506162,43.67110743
303694,1254 Bloor St W,M6H 1N5,-79.44037356,43.6590198
303700,1386 Queen St W,M6K 1L7,-79.43366447,43.64139168
303702,1240 Bay St,Toronto,-79.390164,43.6703
303705,2830 Keele St,M3M 3E5,-79.48344298,43.7305081
303712,2978 Danforth Ave,M4C 1M6,-79.29195278,43.69062525
303730,2081 Lakeshore Blvd W,M8Y 3Z4,-79.47647158,43.63030136
303760,124 Belfield Rd,M9W 1G1,-79.57465726,43.70315033
303775,842 Wilson Ave,M3K 1E5,-79.46738418,43.73081245
303789,1001 Queen St W,M6J 1H4,-79.41808797,43.64403339
303818,836 Bloor St. West,M6G 1M2,-79.42379261,43.66258416
303853,2760 Yonge St,M4N 2J2,-79.40123194,43.7186666
303878,481 Dundas St W,M5T 1H1,-79.39724958,43.65300069
303879,909 Queen St E,M4M 1J4,-79.34149527,43.66054315
303891,399 Church St.,M5B 2J6,-79.37893655,43.66179349
303901,1068 Danforth Avenue,M4J 1M2,-79.33564622,43.68106242
303922,5113 Sheppard Ave E,Toronto,-79.376342,43.652804
303924,721 Gerrard St E,M4M 1Y5,-79.34781639,43.66633643
303933,1575 Jane Street,M9N 2R3,-79.5023861,43.69919699
303937,3245 Finch Ave E,M1W 4C1,-79.3200382,43.79533717
303946,332 Oakwood Ave,M6E 2V9,-79.43851019,43.68604686
303955,245 Eglinton Ave    E ,M4P 3B7,-79.38954788,43.70826064
303996,20 Wynford Drive,M3C 1J4,-79.33632887,43.72396733
303997,3757 Keele St,M3J 1N4,-79.48890534,43.75782484
304025,125 Norfinch Dr,M3N 1W8,-79.52885245,43.76259458
304037,2045 Dufferin St,M6E 3R4,-79.44620286,43.68644277
304065,56 Westmore Drive,M9V 1C3,-79.60373183,43.73989258
304069,2209 Bloor St W,M6S 1N5,-79.47579343,43.65103032
304097,2306 Keele Street,M6M 3Z8,-79.47717637,43.70334276
304152,1111 Finch Ave W,M3J 2E5,-79.47392959,43.76595048
304163,5359 Dundas St W,M9B 1B1,-79.53991279,43.63575863
304186,2883 Danforth Avenue,M4C 1M3,-79.29455116,43.68966193
304194,2 Champagne Drive,M3J 2C5,-79.47234025,43.76642706
304199,620 Keele St,M6N 3E2,-79.46785467,43.67160775
304224,1290 Bloor Street West,M6H 1N9,-79.44203742,43.65865399
304231,3424 Weston Rd,M9M 2W1,-79.54239103,43.75044831
304256,390 Queens Quay W,M5V 3A6,-79.39068763,43.6381328
304260,77 Provost Dr,M2K 0B7,-79.37047325,43.76915976
304323,1450 O'Connor Drive,M4B 2T8,-79.30680033,43.71366175
304324,1173 Queen St W,M6J 1J4,-79.42601192,43.64258969
304336,589 King St E,M5A 1M6,-79.35645346,43.65640525
304398,718 Yonge St,M4Y 2B3,-79.38626668,43.66836969
304403,28 Overlea Blvd,M4H 1B6,-79.35000781,43.70554064
304419,75 Lesmill Rd,M3B 2T8,-79.35642076,43.75912192
304435,170 Fort York Blvd,M5V 0E6,-79.39978624,43.63939414
304436,500 King St W,M5V 1L9,-79.39680837,43.64532424
304446,2223 Bloor St W,M6S 1N7,-79.47647642,43.65093791
304447,449 Queen St W,M5V 2A9,-79.39690479,43.64848563
304488,255 Broadview Ave,M4M 2G6,-79.35118605,43.66296044
304497,1967 Queen St E,M4L 1H9,-79.30146094,43.66956505
304516,685 Kennedy Rd,M1K 2B8,-79.26554078,43.72725021
304523,499 College St,M6G 1A5,-79.40969253,43.65577762
304535,1920 Yonge St,M4S 3E2,-79.39728018,43.69877947
304585,403 Parliament St,M5A 3A1,-79.36687793,43.66216542
304601,524 Queen St W,M5V 2B5,-79.40233593,43.6478024
304605,2688 Danforth Ave,M4C 1L7,-79.29883558,43.68904931
304613,795 Broadview Ave,M4K 2P8,-79.35832244,43.67770978
304700,743 Broadview Ave,M4K 2P6,-79.35809677,43.6757904
304713,1488 Queen St W,M6K 1M4,-79.4377157,43.6406585
304727,209 Ellesmere Rd,M1R 4E2,-79.30296244,43.76046396
304774,1351 Yonge St,M4T 1X9,-79.39300402,43.686104
304775,1670 Dufferin St,M6H 3M2,-79.44324906,43.67741415
304790,343 College St,M5T 1S5,-79.40323399,43.65712503
304795,69 Yonge St,M5E 1K3,-79.37753645,43.64892786
304799,593 Dundas St E,M5A 0C7,-79.3612729,43.66030581
304821,1881 Yonge St,M4S 3C4,-79.39605811,43.69772865
304834,688 Coxwell Ave,M4C 3B7,-79.32369793,43.68263375
304835,997 Gerrard St E,M4M 1Z4,-79.3380462,43.66848739
304966,290 Shuter St,M5A 1W7,-79.36557716,43.65698971
304980,18 Yonge St,M5E 1Z8,-79.37647732,43.64454121
305080,65 Overlea Blvd,M4H 1P1,-79.34265487,43.70736138
305090,2000 Queen St E,M4L 1J2,-79.30018612,43.67017571
305097,1859 Leslie Street,M3B 2M1,-79.35962842,43.75457642
305190,130 Kingston Rd,M4L 1S7,-79.31135102,43.67050993
305194,3446 Dundas St W,M6S 2S1,-79.48660882,43.66587863
305219,30 Bond St,M5B 1W8,-79.37768251,43.65365547
305221,555 University Ave,M5G 1X8,-79.38743746,43.65737215
305227,1840 Eglinton Ave W,M6E 2J4,-79.45087401,43.69580888
305244,440 Browns Line,M8W 3T9,-79.54575814,43.60196066
305246,807 Broadview Ave,M4K 2P8,-79.35820273,43.67793332
305250,249 Marlee Ave,M6B 4B8,-79.44211231,43.70588251
305288,63 Wellesley St E,M4Y 1G7,-79.38131824,43.66543661
305291,539 Parliament St,M4X 1P7,-79.36847237,43.66604078
305292,595 Bay St,M5G 2C2,-79.38330106,43.65622103
305293,393 Spadina Rd,M5P 2W1,-79.41238387,43.68850195
305294,2409 Dufferin St,M6E 3X7,-79.45072166,43.69753619
305295,1725 Avenue Rd,M5M 3Y5,-79.41786672,43.72873314
305297,4789 Yonge St,M2N 0G3,-79.41016374,43.76134607
305309,2300 Yonge St,M4P 1E4,-79.39908353,43.70715757
305323,474 Spadina Ave,M5T 2G8,-79.40037723,43.65773103
305327,250 University Ave,M5H 3E5,-79.38702185,43.65042205
305328,1421 Dundas St W,M6J 1Y4,-79.42927722,43.64937058
305329,87 Avenue Rd,M5R 3R9,-79.3951885,43.67202526
305341,1245 Dupont St,M6H 2A6,-79.44175752,43.66751822
305359,901 Eglinton Ave W,M6C 2C1,-79.42750585,43.7004845
305374,3701 Lakeshore Blvd W,M8W 1P8,-79.53843069,43.59299828
305391,600 University Ave,M5G 1X5,-79.3904451,43.65753641
305393,199 Bay St,M5L 1E7,-79.37956515,43.64823459
305403,55 Bloor St W,M4W 1A5,-79.38868796,43.66964117
305411,345 Bloor St E,M4W 3J6,-79.37797924,43.67154286
305414,325 Moore Ave,M4G 3T6,-79.36950845,43.69696902
305427,660 Eglinton Ave E,M4G 2K2,-79.37621066,43.71175889
305435,777 Bay St,M5G 2C8,-79.38538208,43.66064293
305439,200 Wellington St W,M5V 3C7,-79.38784946,43.6458617
305441,120 Adelaide St W,M5H 1T1,-79.38320322,43.6500138
305443,3402 Yonge St,M4N 2M9,-79.40451173,43.73299384
305444,288 Sheppard Ave E,M2N 3B1,-79.39801176,43.7646514
305447,100 King Street,M5X 1C8,-79.51616653,43.70586777
305478,63 Front St E,M5E 1B3,-79.3738674,43.64817413
305480,159 Yonge St,M5C 1X7,-79.37885765,43.65197713
305482,88 Queens Quay West,M5J 0B8,-79.37870739,43.64084997
305483,76 Grenville St,M5S 1B2,-79.38737861,43.66151718
305485,1235 Wilson Ave,M3M 0B2,-79.48921562,43.72425819
305542,1115 Wilson Ave,M3M 1H2,-79.48297285,43.72620905
305548,30 The Queensway,M6R 1B5,-79.450101,43.63935849
305552,1901 Yonge St,M4S 1Y6,-79.39625279,43.69813094
305555,15 Roncesvalles Ave,M6R 2K2,-79.44597895,43.639355
305560,135 Queens's Plate Dr,M9W 6V1,-79.591922,43.716847
305611,250 College St,M5T 1R8,-79.39911766,43.65858395
305612,1001 Queen St W,M6J 1H4,-79.41808797,43.64403339
305626,550 University Ave,M5G 2A2,-79.38995787,43.6566702
305627,130 Dunn Ave,M6K 2R7,-79.43308635,43.63500813
305628,520 Sutherland Dr,M4G 3V9,-79.36971161,43.71848939
305629,399 Bathurst St,M5T 2S8,-79.40568848,43.65309479
305630,200 Elizabeth St,M5G 2C4,-79.38724521,43.65922378
305631,610 University Ave,M5G 2M9,-79.39040828,43.65812981
305635,199 Church St,M5B 1Y7,-79.3764973,43.65570305
305642,650 Church St,M4Y 2G5,-79.38320166,43.67032598
305648,3016 Dundas St W ,M6P 1Z3,-79.46994823,43.66566863
305656,1223 St Clair Ave W,M6E 1B5,-79.44499636,43.67724414
305744,76 Grenville St,M5S 1B2,-79.38737861,43.66151718
305754,521 Victoria Park Ave,M4C 5H1,-79.28762151,43.69007357
305756,796 Queen St E,M4M 1H4,-79.3469817,43.65984319
305763,523 St Clair Ave W,M6C 1A1,-79.41922714,43.68275595
305783,43 Wellesley St E ,M4Y 1H1,-79.38236404,43.66505072
305784,2075 Bayview Ave,M4N 3M5,-79.37787537,43.72193765
305787,625 Runnymede Rd,M6S 3A3,-79.4811296,43.66418224
305810,235 Danforth Ave,M4K 1N2,-79.35541069,43.67661645
305811,1 Bridgepoint Dr,M4M 2B5,-79.35521667,43.66617123
305812,600 University Ave,M5G 1X5,-79.3904451,43.65753641
305876,2163 Danforth Ave,M4C 1K2,-79.31076213,43.68595131
305878,1169 Dundas St W,M6J 1X3,-79.42167849,43.64921414
305889,300 B Spadina Ave,M5T 2E7,-79.398597,43.653225
305897,1640 Bloor St W,M6P 1A7,-79.45648976,43.65569199
305906,5115 Dundas St W,M9A 0B5,-79.53232245,43.6444585
305907,4972 Dundas St W,M9A 1B7,-79.53026381,43.64746815
305936,2399 Yonge St,M4P 2E7,-79.398698,43.710076
305943,275 Jarvis St,M5B 2C2,-79.37472278,43.65825351
305952,149 Roncesvalles Ave,M6R 2L3,-79.44789254,43.64383868
305963,137 Roncesvalles Ave,M6R 2L2,-79.44741597,43.64338363
305977,1408 Queen St W,M6K 1L9,-79.43458675,43.64128516
305978,401 Yonge St,M5B 1S9,-79.38187793,43.65939684
305979,1473 Queen St W,M6R 1A1,-79.43904248,43.63991205
305994,116 Glen Manor Dr,M4E 2X2,-79.29268722,43.67135331
305995,351 Queen St E,M5A 1T2,-79.36410727,43.65548145
305997,280 Spadina Ave,M5T 3A5,-79.39858542,43.65252442
306002,700 Bay St,M5G 1Z6,-79.38506644,43.65822397
306003,620A Bloor Street W,M6G 1K7,-79.41419218,43.66474353
306009,481 Bloor St W,M5S 1X9,-79.40712045,43.66576237
306027,119 Isabella St,M4Y 1P2,-79.37827545,43.66892503
306055,1188 Danforth Ave,M4J 1M3,-79.3325506,43.6815926
306063,2 St Clair Ave E,M4T 2T5,-79.39384854,43.68836503
306073,2867 Jane St,M3N 2J5,-79.51600246,43.75166009
306083,247 Coxwell Ave,M4L 3B4,-79.31897897,43.67261244
306092,1892 Davenport Rd,M6N 1B7,-79.45466145,43.67088747
306104,1466 Bathurst St,M5R 3S3,-79.41835028,43.68278015
306107,965 Jane St,M6N 4E1,-79.49716854,43.6808179
306121,4789 Yonge St,M2N 0G3,-79.41016374,43.76134607
306126,275 Dundas St W,M5T 1G1,-79.39045536,43.65430455
306148,557 Church St,M4Y 2E2,-79.38125154,43.66722285
306150,837 Danforth Ave,M4J 1L2,-79.34060358,43.67948166
306163,418 Eglinton Ave W,M5N 1A2,-79.4110623,43.70428571
306222,1062 Bloor St W,M6H 1M3,-79.43283394,43.6606846
306227,1860 Bayview Ave,M4G 0C3,-79.37793732,43.71415446
306230,200 Spadina Ave,M5T 2C2,-79.39733715,43.65030844
306254,2798 Dundas St W,M6P 1Y5,-79.46272553,43.66555763
306333,411 Jane St,M6S 3Z6,-79.4879254,43.65875137
306354,1400 Dupont St,M6H 2B2,-79.44748997,43.6667272
306362,1585 Markham Rd,M1B 2W1,-79.23767444,43.79223961
306374,285 Spadina Ave,M5T 2E6,-79.39761822,43.65323345
306380,1130 Bloor St W,M6H 1M8,-79.43509005,43.66011577
306385,149 Augusta Ave,M5T 2L4,-79.40108579,43.65266912
306397,193 College St,M5T 1P9,-79.394911,43.65867338
306401,85 Church St,M5C 2G2,-79.37493291,43.65170903
306439,1000 Bay St,M5S 3A8,-79.38791489,43.66540596
306454,1674 Dufferin St,M6H 3M1,-79.44325242,43.67748638
306458,225 Wellesley St E,M4X 1X8,-79.37273841,43.66732467
306487,2898 Lake Shore Blvd W,M8V 1J2,-79.504049,43.60121666
306491,1980 St Clair Ave W,M6N 0A3,-79.47061822,43.67220452
306510,2075 Bayview Ave,M4N 3M5,-79.37787537,43.72193765
306511,2075 Bayview Ave,M4N 3M5,-79.37787537,43.72193765
306523,849 Bloor St W,M6G 1M3,-79.42370445,43.66221359
306530,3537 Bathurst St,M6A 2C7,-79.43183397,43.72985147
306540,26 Dalhousie St,M5B 2A5,-79.3756738,43.65411902
306587,2408 Lakeshore Blvd W,M8V 1C4,-79.4891065,43.61480413
306593,572 Parliament St,M4X 1P8,-79.36963515,43.66752374
306612,1177 St Clair Ave W,M6E 1B5,-79.44345523,43.67762805
306613,550 Front St W ,M5V 3N5,-79.39957852,43.641419
306657,697 St Clair Ave W ,M6C 1B2,-79.42617949,43.68138466
306743,812 O'Connor Dr,M4B 2S9,-79.3128398,43.70596471
306759,461 Church St,M4Y 2C5,-79.3799896,43.66426421
306832,1176 St Clair Ave W,M6E 1B4,-79.44372733,43.67809792
306846,939 O'Connor Dr,M4B 2S7,-79.31064103,43.7079113
306858,2 Bloor St W,M4W 3E2,-79.38723329,43.67040902
