long,lat,incident_date,incident_time,location
-79.380258,43.648651,07/27/2016,1600,KING ST W / BAY ST
-79.392304,43.646031,05/24/2016,230,KING ST W / BLUE JAYS WY
-79.388104,43.646951,07/26/2016,1300,KING ST W / DUNCAN ST
-79.392304,43.646031,05/02/2014,1440,KING ST W / PETER ST
-79.392304,43.646031,11/09/2015,1230,KING ST W / PETER ST
-79.400057,43.644446,09/10/2016,2000,KING ST W / PORTLAND ST
-79.386082,43.647381,09/25/2014,1920,KING ST W / SIMCOE ST
-79.386082,43.647381,07/24/2015,2200,KING ST W / SIMCOE ST
-79.386082,43.647381,08/19/2015,1300,KING ST W / SIMCOE ST
-79.394895,43.645488,05/06/2015,1450,KING ST W / SPADINA AV
-79.394895,43.645488,11/07/2016,1300,KING ST W / SPADINA AV
-79.411951,43.642041,08/02/2016,1530,KING ST W / STRACHAN AV
-79.384812,43.64766,05/26/2014,1055,KING ST W / UNIVERSITY AV
-79.383549,43.647929,08/02/2016,1715,KING ST W / YORK ST
-79.558672,43.694218,08/27/2015,1541,KIPLING AV / DIXON RD
-79.386669,43.660684,09/15/2015,1250,LA PLANTE AV / COLLEGE ST
-79.509701,43.599802,09/09/2015,1019,LAKE SHORE BV W / ELEVENTH ST
-79.481273,43.622949,06/07/2014,1700,LAKE SHORE BV W / MARINE PARADE DR
-79.442734,43.658345,11/12/2016,135,LANSDOWNE AV / BLOOR ST W
-79.439718,43.658973,12/20/2015,1530,MARGUERETTA ST / BLOOR ST W
-79.371681,43.648012,09/02/2016,1145,MARKET ST / THE ESPLANADE
-79.391438,43.654313,08/31/2015,1745,MC CAUL ST / DUNDAS ST W
-79.390247,43.651492,10/01/2014,2200,MC CAUL ST / STEPHANIE ST
-79.357359,43.65135,07/05/2014,1203,MILL ST / CHERRY ST
-79.327156,43.682589,07/18/2015,1711,MONARCH PARK AV / DANFORTH AV
-79.417877,43.655232,11/14/2014,1600,MONTROSE AV / COLLEGE ST
-79.326557,43.690584,10/20/2015,1200,MORTIMER AV / COXWELL AV
-79.419817,43.646923,02/07/2014,1815,OSSINGTON AV / ARGYLE ST
-79.420362,43.648315,05/24/2016,1135,OSSINGTON AV / HALTON ST
-79.418851,43.644171,08/30/2014,958,OSSINGTON AV / QUEEN ST W
-79.413628,43.664605,04/20/2016,1915,PALMERSTON AV / BLOOR ST W
-79.410149,43.655965,07/25/2016,1320,PALMERSTON AV / COLLEGE ST
-79.408472,43.651798,06/18/2016,2300,PALMERSTON AV / DUNDAS ST W
-79.412666,43.662175,12/08/2016,1930,PALMERSTON BV / HERRICK ST
-79.346915,43.684406,09/07/2016,1315,PAPE AV / SAMMON AV
-79.367973,43.664276,06/04/2014,2112,PARLIAMENT ST / CARLTON ST
-79.363215,43.652728,05/14/2015,1455,PARLIAMENT ST / KING ST E
-79.36652,43.660712,08/19/2016,830,PARLIAMENT ST / OAK ST
-79.400057,43.644446,09/24/2015,1100,PORTLAND ST / KING ST W
-79.28759,43.672643,10/29/2016,1200,QUEEN ST E / BEECH AV
-79.376913,43.652917,07/09/2015,1205,QUEEN ST E / BOND ST
-79.349825,43.658871,09/13/2014,1957,QUEEN ST E / BROADVIEW AV
-79.349825,43.658871,08/11/2016,1734,QUEEN ST E / BROADVIEW AV
-79.297981,43.67048,09/07/2015,1630,QUEEN ST E / LEE AV
-79.341279,43.660787,09/18/2016,1600,QUEEN ST E / MORSE ST
-79.399649,43.648066,05/17/2015,1316,QUEEN ST W / AUGUSTA AV
-79.399649,43.648066,09/05/2015,33,QUEEN ST W / AUGUSTA AV
-79.403981,43.647197,12/12/2015,1438,QUEEN ST W / BATHURST ST
-79.424765,43.642994,08/04/2014,1920,QUEEN ST W / BEACONSFIELD AV
-79.424765,43.642994,08/14/2014,1631,QUEEN ST W / BEACONSFIELD AV
-79.424765,43.642994,05/30/2015,1925,QUEEN ST W / BEACONSFIELD AV
-79.424765,43.642994,07/18/2015,2238,QUEEN ST W / BEACONSFIELD AV
-79.432341,43.641474,06/16/2016,1415,QUEEN ST W / BROCK AV
-79.415049,43.644957,05/29/2015,2110,QUEEN ST W / CRAWFORD ST
-79.422372,43.643479,06/11/2015,942,QUEEN ST W / DOVERCOURT RD
-79.422372,43.643479,10/19/2016,1211,QUEEN ST W / DOVERCOURT RD
-79.434513,43.641023,01/28/2016,2110,QUEEN ST W / DUNN AV
-79.430102,43.641942,10/28/2016,1530,QUEEN ST W / GWYNNE AV
-79.391074,43.649866,05/10/2015,1930,QUEEN ST W / JOHN ST
-79.391074,43.649866,08/17/2015,1200,QUEEN ST W / JOHN ST
-79.436642,43.640592,09/01/2015,1930,QUEEN ST W / LANSDOWNE AV
-79.4379,43.640348,09/02/2016,1932,QUEEN ST W / MACDONELL AV
-79.389687,43.650163,11/10/2015,1742,QUEEN ST W / MC CAUL ST
-79.389687,43.650163,05/03/2016,1230,QUEEN ST W / MC CAUL ST
-79.409936,43.645994,04/12/2015,930,QUEEN ST W / NIAGARA ST
-79.409936,43.645994,05/23/2016,1200,QUEEN ST W / NIAGARA ST
-79.418851,43.644171,12/14/2015,1945,QUEEN ST W / OSSINGTON AV
-79.393644,43.649318,08/06/2015,2345,QUEEN ST W / PETER ST
-79.401419,43.647714,02/11/2015,1334,QUEEN ST W / PORTLAND ST
-79.401419,43.647714,06/04/2015,1425,QUEEN ST W / PORTLAND ST
-79.402,43.647596,04/20/2015,1400,QUEEN ST W / RYERSON AV
-79.416279,43.644702,06/03/2014,1921,QUEEN ST W / SHAW ST
-79.396477,43.648715,05/11/2015,1855,QUEEN ST W / SPADINA AV
-79.396477,43.648715,03/31/2016,1314,QUEEN ST W / SPADINA AV
-79.396477,43.648715,05/08/2016,1,QUEEN ST W / SPADINA AV
-79.396477,43.648715,05/26/2016,1900,QUEEN ST W / SPADINA AV
-79.396477,43.648715,10/07/2016,1355,QUEEN ST W / SPADINA AV
-79.413184,43.645335,11/18/2015,1950,QUEEN ST W / STRACHAN AV
-79.413184,43.645335,10/11/2016,1320,QUEEN ST W / STRACHAN AV
-79.406593,43.646671,08/19/2014,1650,QUEEN ST W / TECUMSETH ST
-79.406593,43.646671,05/29/2016,1254,QUEEN ST W / TECUMSETH ST
-79.38677,43.650792,08/31/2016,1500,QUEEN ST W / UNIVERSITY AV
-79.384909,43.651199,06/30/2015,1800,QUEEN ST W / YORK ST
-79.448359,43.644526,06/28/2016,1700,RONCESVALLES AV / FERN AV
-79.448359,43.644526,11/12/2016,1500,RONCESVALLES AV / FERN AV
-79.447703,43.642825,08/10/2016,1915,RONCESVALLES AV / GALLEY AV
-79.451063,43.651499,08/20/2016,1430,RONCESVALLES AV / HOWARD PARK AV
-79.447351,43.641931,06/03/2014,1840,RONCESVALLES AV / PEARSON AV
-79.448714,43.645436,07/01/2014,1956,RONCESVALLES AV / WRIGHT AV
-79.441127,43.702224,08/30/2016,1719,ROSELAWN AV / MARLEE AV
-79.386859,43.729313,10/22/2014,915,ROTHMERE DR / MILDENHALL RD
-79.419519,43.649571,08/15/2014,345,ROXTON RD / DUNDAS ST W
-79.402,43.647596,07/21/2014,115,RYERSON AV / QUEEN ST W
-79.325837,43.688771,06/14/2016,840,SAMMON AV / COXWELL AV
-79.287068,43.680541,09/17/2016,1430,SCARBOROUGH RD / KINGSTON ROAD
-79.369496,43.658646,11/12/2016,2030,SEATON ST / DUNDAS ST E
-79.42025,43.6549,09/27/2015,140,SHAW ST / COLLEGE ST
-79.42187,43.659025,09/10/2014,954,SHAW ST / HARBORD ST
-79.375361,43.668719,10/22/2014,1213,SHERBOURNE ST / EARL ST
-79.375361,43.668719,08/26/2015,2045,SHERBOURNE ST / EARL ST
-79.372253,43.662412,06/21/2016,1155,SHERBOURNE ST / FRONT ST E [NB]
-79.364991,43.656939,04/16/2015,1410,SHUTER ST / PARLIAMENT ST
-79.443527,43.646461,08/19/2014,900,SORAUREN AV / WRIGHT AV
-79.393245,43.70528,06/24/2014,1327,SOUDAN AV / LILLIAN ST
-79.403762,43.666676,10/16/2015,1815,SPADINA AV / BLOOR ST W
-79.399915,43.657937,06/25/2016,720,SPADINA AV / COLLEGE ST
-79.397932,43.652956,09/30/2014,1800,SPADINA AV / DUNDAS ST W
-79.397932,43.652956,05/31/2016,2240,SPADINA AV / DUNDAS ST W
-79.397932,43.652956,08/31/2016,1544,SPADINA AV / DUNDAS ST W
-79.393197,43.640613,06/04/2016,1934,SPADINA AV / FORT YORK BV
-79.394895,43.645488,07/09/2015,1754,SPADINA AV / KING ST W
-79.394895,43.645488,09/12/2016,955,SPADINA AV / KING ST W
-79.396477,43.648715,10/07/2014,1230,SPADINA AV / QUEEN ST W
-79.396477,43.648715,09/06/2016,922,SPADINA AV / QUEEN ST W
-79.39588,43.647847,12/18/2015,1116,SPADINA AV / RICHMOND ST W
-79.398523,43.654408,12/09/2014,1540,SPADINA AV / ST ANDREW ST
-79.397321,43.650856,05/25/2016,1528,SPADINA AV / SULLIVAN ST
-79.397321,43.650856,08/07/2016,1449,SPADINA AV / SULLIVAN ST
-79.480771,43.669604,05/01/2015,1338,ST CLAIR AV W / BRITANNIA AV
-79.445614,43.677291,03/05/2016,1520,ST CLAIR AV W / VIA ITALIA
-79.394067,43.688029,03/16/2016,1235,ST CLAIR AV W / YONGE ST
-79.399816,43.667508,03/28/2016,1900,ST GEORGE ST / BLOOR ST W
-79.38054,43.671603,11/05/2014,855,TED ROGERS WY / BLOOR ST E
-79.38054,43.671603,05/18/2016,845,TED ROGERS WY / BLOOR ST E
-79.390349,43.659884,01/25/2016,1835,UNIVERSITY AV / COLLEGE ST
-79.390349,43.659884,04/28/2016,1430,UNIVERSITY AV / COLLEGE ST
-79.390349,43.659884,10/13/2015,950,UNIVERSITY AV / COLLEGE ST
-79.388143,43.65482,05/22/2014,1601,UNIVERSITY AV / DUNDAS ST W
-79.388143,43.65482,06/04/2014,1619,UNIVERSITY AV / DUNDAS ST W
-79.389626,43.65753,11/06/2015,1110,UNIVERSITY AV / GERRARD ST W
-79.38677,43.650792,08/25/2014,2100,UNIVERSITY AV / QUEEN ST W
-79.38677,43.650792,08/06/2015,1615,UNIVERSITY AV / QUEEN ST W
-79.417479,43.681066,07/15/2016,810,VAUGHAN RD / BATHURST ST
-79.379574,43.656288,09/26/2016,800,VICTORIA ST / DUNDAS ST E
-79.379574,43.656288,11/24/2016,1130,VICTORIA ST / DUNDAS ST E
-79.380931,43.665706,02/13/2015,1920,WELLESLEY ST E / CHURCH ST
-79.380931,43.665706,04/07/2016,1900,WELLESLEY ST E / CHURCH ST
-79.37833,43.666277,03/28/2016,1030,WELLESLEY ST E / JARVIS ST
-79.374655,43.667073,06/04/2015,1907,WELLESLEY ST E / SHERBOURNE ST
-79.387143,43.664355,07/25/2014,1647,WELLESLEY ST W / BAY ST
-79.407376,43.641579,09/12/2016,1030,WELLINGTON ST W / WALNUT AV
-79.400348,43.66151,09/17/2015,1845,WILLCOCKS ST / SUSSEX ME
-79.480368,43.650236,03/27/2015,1144,WINDERMERE AV / BLOOR ST W
-79.480368,43.650236,07/29/2015,1545,WINDERMERE AV / BLOOR ST W
-79.312786,43.685682,08/19/2014,818,WOODBINE AV / DANFORTH AV
-79.386771,43.670243,07/04/2014,804,YONGE ST / BLOOR ST E
-79.386771,43.670243,09/07/2016,1805,YONGE ST / BLOOR ST W
-79.383088,43.661369,08/24/2016,855,YONGE ST / COLLEGE ST
-79.387839,43.672858,08/19/2016,1730,YONGE ST / DAVENPORT RD
-79.380646,43.655704,08/11/2016,2244,YONGE ST / DUNDAS SQ
-79.380646,43.655704,09/27/2016,1555,YONGE ST / DUNDAS SQ
-79.380903,43.656325,11/16/2014,1400,YONGE ST / DUNDAS ST E
-79.380903,43.656325,11/19/2014,810,YONGE ST / DUNDAS ST E
-79.380903,43.656325,07/18/2016,810,YONGE ST / DUNDAS ST E
-79.380903,43.656325,09/09/2016,1615,YONGE ST / DUNDAS ST E
-79.380903,43.656325,10/13/2016,1328,YONGE ST / DUNDAS ST E
-79.380903,43.656325,06/04/2014,1810,YONGE ST / DUNDAS ST W
-79.380903,43.656325,06/01/2015,1255,YONGE ST / DUNDAS ST W
-79.385654,43.66755,03/17/2016,2030,YONGE ST / ISABELLA ST
-79.379259,43.652413,07/12/2016,900,YONGE ST / QUEEN ST W
-79.379958,43.654074,07/31/2016,1615,YONGE ST / SHUTER ST
-79.384563,43.664929,06/21/2016,1418,YONGE ST / WELLESLEY ST E
-79.383549,43.647929,08/11/2014,1333,YORK ST / KING ST W
-79.383011,43.646618,08/19/2016,2102,YORK ST / WELLINGTON ST W
-79.38161267,43.65394545,11/29/2017,,1 DUNDAS ST W
-79.4464738,43.66528996,07/17/2017,,1011 LANSDOWNE AV
0,0,08/06/2017,,1039 DUPONT ST / WESTMOPRLAND ST
-79.38288612,43.64715654,10/17/2017,,105 ADELAIDE ST W
-79.43326415,43.65862686,08/06/2017,,1066 BLOOR ST W
-79.42183513,43.64184843,05/27/2017,,1078 QUEEN ST W
-79.43471089,43.65783633,06/24/2017,,1115 BLOOR ST W
-79.42194413,43.64763044,02/03/2017,,1168 DUNDAS ST W
-79.39656463,43.67177676,10/13/2017,,120 AVENUE RD
-79.43270342,43.63917975,11/10/2017,,1303 QUEEN ST W
-79.38842152,43.69099348,03/08/2017,,14 MOORE AV
-79.43573277,43.63901416,12/01/2017,,1434 QUEEN ST W
-79.37293374,43.64791568,02/17/2017,,145 KING ST E
-79.41911721,43.68212123,06/03/2017,,1500 BATHURST ST
-79.43325379,43.64757894,09/25/2017,,1541 DUNDAS ST W
-79.44505963,43.63694447,06/09/2017,,1607 QUEEN ST W
-79.37882698,43.64455994,07/20/2017,,161 BAY ST
-79.39126449,43.69558047,06/28/2017,,164 MERTON ST
-79.26427861,43.69003085,06/09/2017,,1678 KINGSTON RD
-79.38034799,43.64978575,05/18/2017,,176 YONGE ST
-79.46776189,43.65829318,06/23/2017,,193 HIGH PARK AV
-79.37945429,43.6516639,03/19/2017,,207 YONGE ST
-79.39752723,43.70271844,08/21/2017,,2161 YONGE ST
-79.38527829,43.64256236,06/15/2017,,225 FRONT ST W
-79.44321868,43.6535046,07/05/2017,,226 ST HELEN'S AV
-79.39091758,43.64310109,06/13/2017,,250 WELLINGTON ST W
-79.38923014,43.64593155,08/18/2017,,257 ADELAIDE ST W
-79.30151254,43.68661961,08/17/2017,,2570 DANFORTH AV
-79.47648425,43.65028826,07/11/2017,,277 RUNNYMEDE RD
-79.38756604,43.69698697,05/23/2017,,289 BALLIOL ST
-79.36536992,43.65477676,03/01/2017,,295 SHUTER ST
-79.36655941,43.65298399,11/10/2017,,299 QUEEN ST E
-79.39213713,43.64711598,06/24/2017,,318 RICHMOND ST W
-79.45148511,43.63969686,04/11/2017,,32 PARKDALE RD
-79.39119836,43.64419451,09/23/2017,,327 KING ST W
-79.37802981,43.6695704,11/30/2017,,345 BLOOR ST E
-79.42602865,43.64933447,05/11/2017,,350 DOVERCOURT RD
-79.44171791,43.65255675,06/22/2017,,376 LANSDOWNE AV
-79.44066082,43.65123677,09/28/2017,,401 LANSDOWNE AV
-79.39446984,43.64333112,09/24/2017,,415 KING ST W
-79.3955691,43.65187324,04/26/2017,,428 DUNDAS ST W
-79.3759702,43.68430746,06/23/2017,,436 SUMMERHILL AV
-79.39638258,43.6432049,04/29/2017,,457 KING ST W
-79.39780961,43.66974134,09/04/2017,,46 ELGIN AV
-79.39695508,43.65151452,01/13/2017,,472 DUNDAS ST W
-79.39765001,43.64636504,09/30/2017,,473 QUEEN ST W
-79.43815096,43.65382263,08/18/2017,,480 BROCK AV
-79.3992187,43.6456577,09/06/2017,,500 RICHMOND ST W
-79.39020292,43.64989797,05/25/2017,,51 MC CAUL ST
-79.39746013,43.64324703,08/21/2017,,522 KING ST W
-79.39825602,43.64269094,05/12/2017,,523 KING ST W
-79.40265053,43.64575974,10/25/2017,,536 QUEEN ST W
-79.41059454,43.66893843,05/30/2017,,54 WELLS ST
-79.41469087,43.7756812,09/23/2017,,5461 YONGE ST
-79.39935432,43.6424182,11/26/2017,,563 KING ST W
-79.4132307,43.65362345,10/12/2017,,576 COLLEGE ST
-79.47718463,43.62550979,09/10/2017,,58 MARINE PARADE DR
-79.35178956,43.66389173,01/15/2017,,606 GERRARD ST E
-79.41447497,43.65299244,04/28/2017,,609 COLLEGE ST
-79.4203781,43.66905606,06/01/2017,,618 CLINTON ST
-79.42425234,43.67979712,12/07/2017,,645 ST CLAIR AV W
-79.41637758,43.65326192,09/02/2017,,654 COLLEGE ST
-79.37892435,43.65799512,09/28/2017,,66 GERRARD ST E
-79.40489733,43.67282976,06/09/2017,,670 HURON ST
-79.42998579,43.65974337,09/19/2017,,760 DOVERCOURT RD
-79.38223411,43.64742643,07/31/2017,,77 ADELAIDE ST W
-79.40670857,43.64140447,11/16/2017,,788 KING ST W
-79.42152696,43.66071633,09/05/2017,,805 BLOOR ST W
-79.32501481,43.68786685,02/28/2017,,825 COXWELL AV
-79.42376396,43.65248164,12/19/2017,,858 COLLEGE ST
-79.41065492,43.64925679,02/18/2017,,867 DUNDAS ST W
-79.38491928,43.66891164,05/03/2017,,90 BLOOR ST E
-79.39300942,43.64509336,07/09/2017,,92 PETER ST
-79.38316492,43.64739458,01/31/2017,,93 ADELAIDE ST W
-79.41311632,43.66691158,07/29/2017,,930 BATHURST ST
-79.34752697,43.68453902,11/27/2017,,943 PAPE AV
-79.42770095,43.63466311,06/29/2017,,99 TYNDALL AV
-79.39666227,43.67276856,10/24/2017,,AVENUE RD / DAVENPORT RD
-79.41126798,43.6631583,07/25/2017,,BATHURST ST / BLOOR ST W
-79.4077755,43.65452,05/02/2017,,BATHURST ST / COLLEGE ST
-79.38956571,43.66770766,09/07/2017,,BAY ST / BLOOR ST W
-79.38033204,43.64668819,08/10/2017,,BAY ST / KING ST W [S/B BAY STREET N/OF KING STREET W]
-79.41678949,43.65315958,11/18/2017,,BEATRICE ST / COLLEGE ST
-79.36483908,43.65103256,04/14/2017,,BERKELEY ST / ADELAIDE ST E
-79.38321528,43.66908563,06/16/2017,,BLOOR ST E / CHURCH ST
-79.39419259,43.66676433,06/09/2017,,BLOOR ST W / AVENUE RD
-79.38806916,43.6680107,06/17/2017,,BLOOR ST W / BALMUTO ST [BLOOR STREET E/O BALMUTO]
-79.41126798,43.6631583,07/25/2017,,BLOOR ST W / BATHURST ST
-79.41126798,43.6631583,10/31/2017,,BLOOR ST W / BATHURST ST
-79.38956571,43.66770766,05/26/2017,,BLOOR ST W / BAY ST
-79.38956571,43.66770766,10/17/2017,,BLOOR ST W / BAY ST [E/B NEAR BAY ST]
-79.39743591,43.66607153,10/29/2017,,BLOOR ST W / BEDFORD RD
-79.42825648,43.6594765,09/13/2017,,BLOOR ST W / DELAWARE AV [W/B BLOOR ST W WEST OF DELAWARE AVE]
-79.43541542,43.65792701,04/26/2017,,BLOOR ST W / DUFFERIN ST
-79.43541542,43.65792701,05/03/2017,,BLOOR ST W / DUFFERIN ST
-79.44278475,43.65637994,11/22/2017,,BLOOR ST W / LANSDOWNE AV
-79.42571211,43.66002673,09/08/2017,,BLOOR ST W / OSSINGTON AV
-79.42448985,43.66028901,11/06/2017,,BLOOR ST W / ROXTON RD [E/B BLOOR ST W NEAR ROXTON RD]
-79.35892445,43.67424078,08/28/2017,,BROADVIEW AV / DANFORTH AV
-79.3499092,43.65692262,10/31/2017,,BROADVIEW AV / QUEEN ST E
-79.30810163,43.66628765,05/09/2017,,BROOKMOUNT RD / QUEEN ST E
-79.3416595,43.66288082,07/07/2017,,CARLAW AV / DUNDAS ST E
-79.37943064,43.65992012,05/23/2017,,CHURCH ST / CARLTON ST
-79.40326251,43.65542046,02/02/2017,,COLLEGE ST / AUGUSTA AV
-79.40326251,43.65542046,03/06/2017,,COLLEGE ST / AUGUSTA AV
-79.41566547,43.65299094,07/20/2017,,COLLEGE ST / GRACE ST [OLLEGE ST/GRACE ST]
0,0,01/21/2017,,COLLEGE ST / MONTROSE AV
-79.41021943,43.65401379,11/22/2017,,COLLEGE ST / PALMERSTON AV
-79.40010996,43.65598864,12/03/2017,,COLLEGE ST / SPADINA AV
-79.31770853,43.66693367,05/31/2017,,COXWELL AV / DUNDAS ST E
-79.31937023,43.67094682,09/14/2017,,COXWELL AV / GERRARD ST E
-79.33244253,43.67952088,07/11/2017,,DANFORTH AV / GREENWOOD AV
-79.3182767,43.68256369,09/17/2017,,DANFORTH AV / ROSEHEATH AV
-79.46238994,43.66906172,03/23/2017,,DAVENPORT RD / OLD WESTON RD
-79.38332609,43.69914201,10/27/2017,,DAVISVILLE AV / BELLE AYRE BV
-79.40232554,43.65006806,05/17/2017,,DENISON AV / DUNDAS ST W
-79.33770927,43.67928247,09/28/2017,,DONLANDS AV / STRATHMORE BV
-79.42949181,43.65918735,08/05/2017,,DOVERCOURT RD / BLOOR ST W
-79.37109422,43.65633512,08/31/2017,,DUNDAS ST E / SHERBOURNE ST
-79.40120303,43.65031348,04/12/2017,,DUNDAS ST W / AUGUSTA AV
-79.39392023,43.65185909,02/08/2017,,DUNDAS ST W / BEVERLEY ST
-79.43566265,43.64792707,07/26/2017,,DUNDAS ST W / BROCK AV
-79.43566265,43.64792707,08/02/2017,,DUNDAS ST W / BROCK AV
-79.43566265,43.64792707,11/30/2017,,DUNDAS ST W / BROCK AV
-79.38611957,43.65327987,05/31/2017,,DUNDAS ST W / CHESTNUT ST
-79.42481231,43.64748092,06/16/2017,,DUNDAS ST W / DOVERCOURT RD
-79.43374374,43.64781075,05/15/2017,,DUNDAS ST W / SHERIDAN AV
-79.43400067,43.66750577,10/13/2017,,DUPONT ST / WESTMORELAND AV
-79.40968566,43.63429682,11/05/2017,,FLEET ST / STRACHAN AV
-79.37859206,43.65790036,05/23/2017,,GERRARD ST E / CHURCH ST
-79.46535333,43.65157998,06/04/2017,,HIGH PARK AV / BLOOR ST W
-79.46535333,43.65157998,08/23/2017,,HIGH PARK AV / BLOOR ST W
-79.42957212,43.67513431,05/16/2017,,HILLCREST DR / TYRREL AV
-79.46242084,43.66153489,11/02/2017,,INDIAN GRV / ANNETTE ST
-79.37197545,43.6485053,01/25/2017,,JARVIS ST / KING ST E
-79.36246448,43.65125968,07/03/2017,,KING ST E / POWER ST
-79.36041073,43.65245476,09/17/2017,,KING ST E / SACKVILLE ST
-79.40276358,43.64196167,09/30/2017,,KING ST W / BATHURST ST
-79.38033204,43.64668819,11/08/2017,,KING ST W / BAY ST
-79.42891243,43.63669665,04/20/2017,,KING ST W / GWYNNE AV
-79.39509737,43.643511,10/19/2017,,KING ST W / SPADINA AV
-79.39509737,43.643511,11/24/2017,,KING ST W / SPADINA AV
-79.38407083,43.64042938,06/13/2017,,LOWER SIMCOE ST / BREMNER BV
-79.40288847,43.65549627,05/27/2017,,MAJOR ST / COLLEGE ST
-79.47696526,43.62830709,09/27/2017,,MARINE PARADE DR / LAKE SHORE BV W
-79.35289903,43.69995907,10/14/2017,,MILLWOOD RD / OVERLEA BV
-79.34132446,43.65883323,11/08/2017,,MORSE ST / QUEEN ST E
-79.33556891,43.68669748,09/26/2017,,MORTIMER AV / GREENWOOD AV
-79.2835552,43.67152202,06/17/2017,,MUNRO PARK AV / QUEEN ST E
-79.42083495,43.64737201,04/22/2017,,OSSINGTON AV / DUNDAS ST W
-79.49207101,43.68596125,02/17/2017,,OXFORD DR / WESTON RD
-79.40015825,43.64249248,09/16/2017,,PORTLAND ST / KING ST W
0,0,07/08/2017,,QUEEN ST E
-79.36952202,43.65256709,10/19/2017,,QUEEN ST E / SHERBOURNE ST
-79.36056538,43.65451887,05/29/2017,,QUEEN ST E / ST PAUL ST
-79.38248045,43.64979794,04/17/2017,,QUEEN ST W / BAY ST
-79.39220781,43.64772023,09/05/2017,,QUEEN ST W / BEVERLEY ST
-79.40064977,43.64592985,12/05/2017,,QUEEN ST W / DENISON AV
-79.4224633,43.64153296,02/09/2017,,QUEEN ST W / DOVERCOURT RD
-79.4224633,43.64153296,10/26/2017,,QUEEN ST W / DOVERCOURT RD
-79.43991248,43.63799081,06/05/2017,,QUEEN ST W / DOWLING AV
-79.39119758,43.64794012,08/24/2017,,QUEEN ST W / JOHN ST
-79.40999911,43.64403441,10/25/2017,,QUEEN ST W / NIAGARA ST
-79.3685946,43.65155443,09/25/2017,,RICHMOND ST E / MC FARRENS LN
-79.37904746,43.6497313,05/09/2017,,RICHMOND ST W / YONGE ST
-79.37904746,43.6497313,11/17/2017,,RICHMOND ST W / YONGE ST
-79.44842275,43.6425906,07/09/2017,,RONCESVALLES AV / FERN AV
-79.44842275,43.6425906,10/19/2017,,RONCESVALLES AV / FERN AV
-79.44741146,43.63997474,07/29/2017,,RONCESVALLES AV / PEARSON AV
0,0,10/13/2017,,SB LANSDOWNE AVE
-79.41834202,43.64786877,06/10/2017,,SHAW ST / DUNDAS ST W
-79.37018451,43.65420624,07/28/2017,,SHERBOURNE ST / SHUTER ST
-79.39509737,43.643511,03/25/2017,,SPADINA AV / KING ST W
-79.40717799,43.67289759,01/24/2017,,SPADINA RD / DUPONT ST
-79.40482839,43.6670033,09/26/2017,,SPADINA RD / LOWTHER AV
-79.39850759,43.66215186,11/16/2017,,ST GEORGE ST / HARBORD ST [GEORGE ST N OF HARBORD ST]
-79.39105849,43.65407881,11/28/2017,,ST PATRICK ST / ELM ST
-79.38252993,43.64333385,02/22/2017,,UNIVERSITY AV / FRONT ST W
-79.38668342,43.64889393,03/16/2017,,UNIVERSITY AV / QUEEN ST W
-79.38668342,43.64889393,12/13/2017,,UNIVERSITY AV / QUEEN ST W
-79.5162491,43.69819878,09/16/2017,,WESTON RD / LAWRENCE AV W
-79.39953345,43.70987757,09/19/2017,,YONGE ST / CASTLEFIELD AV
-79.3831648,43.65941477,09/27/2017,,YONGE ST / COLLEGE ST
-79.39670434,43.6963412,11/10/2017,,YONGE ST / DAVISVILLE AV
-79.38098125,43.6543687,04/22/2017,,YONGE ST / DUNDAS ST E
